Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,is_late
1741,CA-2017-110527,2017-08-09,2017-08-16,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Diego,California,92037.0,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,8,0.0,9.6048,True
1749,US-2017-157406,2017-04-25,2017-04-29,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368,2,0.2,3.6288,True
1750,US-2017-157406,2017-04-25,2017-04-29,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095.0,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3,0.2,0.546,True
1759,CA-2017-139017,2017-05-11,2017-05-17,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,77095.0,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,7.6154,True
1794,CA-2017-104773,2017-12-08,2017-12-13,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,2,0.2,6.0416,True
1856,CA-2017-114643,2017-06-13,2017-06-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,3,0.0,4.7916,True
1863,CA-2017-151078,2017-11-12,2017-11-12,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632,False
1871,CA-2017-116932,2017-07-21,2017-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122.0,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,True
1872,CA-2017-116932,2017-07-21,2017-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,True
1873,CA-2017-116932,2017-07-21,2017-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848,True
1891,CA-2017-157623,2017-03-14,2017-03-18,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.0,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,True
1892,CA-2017-157623,2017-03-14,2017-03-18,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.0,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0.0,1.2506,True
1984,CA-2017-164721,2017-11-25,2017-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513.0,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0.0,93.0552,False
1985,CA-2017-164721,2017-11-25,2017-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513.0,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0.0,10.5072,False
1986,CA-2017-164721,2017-11-25,2017-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513.0,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4,0.0,12.3096,False
2045,CA-2017-129168,2017-08-17,2017-08-23,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3,0.2,5.4432,True
2060,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,3,0.0,5.2164,True
2061,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,5,0.0,20.878,True
2062,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,2,0.2,5.3892,True
2063,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74,13,0.0,30.4278,True
2064,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,True
2065,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,0.0,12.1692,True
2066,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,3,0.2,-9.147,True
2067,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,0.0,47.8629,True
2068,CA-2017-106439,2017-10-31,2017-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39,3,0.0,3.717,True
2076,CA-2017-131051,2017-12-01,2017-12-05,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,0.0,28.518,True
2084,CA-2017-110352,2017-11-23,2017-11-29,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036.0,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88,True
2107,US-2017-152723,2017-09-26,2017-09-26,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150.0,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,1,0.8,-1.4016,False
2149,CA-2017-141607,2017-12-12,2017-12-17,Standard Class,WB-21850,William Brown,Consumer,United States,Concord,California,94521.0,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,0.0,4.331,True
2173,CA-2017-152296,2017-08-01,2017-08-03,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,3,0.2,6.9132,False
2230,CA-2017-128055,2017-03-31,2017-04-05,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588,True
2231,CA-2017-128055,2017-03-31,2017-04-05,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0.0,14.8344,True
2275,CA-2017-157882,2017-10-03,2017-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5858,True
2276,CA-2017-157882,2017-10-03,2017-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,True
2367,CA-2017-102295,2017-11-24,2017-11-26,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823.0,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,0.2,-18.1068,False
2413,CA-2017-151295,2017-11-12,2017-11-16,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2,0.0,5.8604,True
2414,CA-2017-151295,2017-11-12,2017-11-16,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045.0,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,3,0.2,31.4532,True
2492,CA-2017-113579,2017-12-13,2017-12-15,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6,0.0,41.5104,False
2505,CA-2017-143917,2017-07-25,2017-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.0,15.0416,False
2506,CA-2017-143917,2017-07-25,2017-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.0,327.506,False
2507,CA-2017-143917,2017-07-25,2017-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,77.92,8,0.0,34.2848,False
2517,CA-2017-128888,2017-11-15,2017-11-22,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,77095.0,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656,9,0.2,204.0714,True
2608,CA-2017-127446,2017-11-25,2017-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,24.672,3,0.2,0.0,True
2609,CA-2017-127446,2017-11-25,2017-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,2.52,1,0.2,0.882,True
2610,CA-2017-127446,2017-11-25,2017-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,5,0.3,-121.8735,True
2611,CA-2017-127446,2017-11-25,2017-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-LA-10000248,Office Supplies,Labels,Avery 52,5.904,2,0.2,1.9926,True
2612,CA-2017-127446,2017-11-25,2017-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012,True
2613,CA-2017-127446,2017-11-25,2017-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.096,3,0.6,-3.9624,True
2615,CA-2017-147298,2017-04-26,2017-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,True
2616,CA-2017-147298,2017-04-26,2017-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049.0,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,6,0.2,5.715,True
2720,CA-2017-110030,2017-12-06,2017-12-08,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095.0,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,False
2724,CA-2017-153479,2017-10-04,2017-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,5,0.0,6.7915,True
2725,CA-2017-153479,2017-10-04,2017-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,2,0.2,31.0856,True
2743,CA-2017-149244,2017-11-04,2017-11-08,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292,True
2751,CA-2017-154669,2017-08-08,2017-08-11,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687.0,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,11,0.0,110.0528,False
2752,CA-2017-158029,2017-05-26,2017-05-30,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008.0,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296,True
2788,US-2017-117744,2017-12-02,2017-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415.0,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803,True
2789,US-2017-117744,2017-12-02,2017-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,7,0.2,1.4406,True
2790,US-2017-117744,2017-12-02,2017-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415.0,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.976,True
2794,CA-2017-154599,2017-04-12,2017-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,14,0.2,94.0702,True
2795,CA-2017-154599,2017-04-12,2017-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.368,4,0.2,38.3572,True
2796,CA-2017-154599,2017-04-12,2017-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,0.2,6.5569,True
2797,CA-2017-154599,2017-04-12,2017-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3,0.15,-18.147,True
2825,US-2017-112914,2017-09-25,2017-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.792,8,0.2,10.56,True
2826,US-2017-112914,2017-09-25,2017-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,2,0.32,-97.2312,True
2827,US-2017-112914,2017-09-25,2017-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2,0.8,-4.3584,True
2828,US-2017-112914,2017-09-25,2017-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,True
3008,CA-2017-130729,2017-10-24,2017-10-29,Standard Class,AA-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,91730.0,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3,0.2,11.1384,True
3076,CA-2017-143903,2017-07-20,2017-07-24,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217.0,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,3,0.2,38.5722,True
3077,CA-2017-143903,2017-07-20,2017-07-24,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229,True
3078,CA-2017-143903,2017-07-20,2017-07-24,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,0.3,-140.196,True
3079,CA-2017-104780,2017-05-21,2017-05-25,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037.0,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,0.0,10.5072,True
3129,CA-2017-136399,2017-12-16,2017-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,False
3130,CA-2017-136399,2017-12-16,2017-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176,False
3131,CA-2017-136399,2017-12-16,2017-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395.0,5,0.0,39.5,False
3132,CA-2017-136399,2017-12-16,2017-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564,False
3142,US-2017-122959,2017-12-12,2017-12-12,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,-336.6272,False
3148,CA-2017-109218,2017-06-30,2017-07-03,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004.0,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0.0,10.368,False
3161,US-2017-150924,2017-09-12,2017-09-16,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070.0,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029,True
3162,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0.0,7.3132,True
3163,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245,True
3164,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,True
3165,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0.0,17.334,True
3166,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984,True
3167,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0.0,9.4815,True
3186,CA-2017-123498,2017-11-07,2017-11-09,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782,False
3187,CA-2017-123498,2017-11-07,2017-11-09,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041.0,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526,False
3194,CA-2017-165428,2017-09-01,2017-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,-6.0192,False
3195,CA-2017-165428,2017-09-01,2017-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036.0,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,False
3203,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536,True
3204,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0.0,4.2861,True
3205,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,True
3206,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0.0,28.008,True
3207,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0.0,14.896,True
3208,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,0.0,18.3264,True
3217,CA-2017-114433,2017-05-13,2017-05-17,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601.0,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0.0,52.4895,True
3261,CA-2017-151554,2017-11-14,2017-11-15,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506.0,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.736,4,0.2,7.2576,False
3262,CA-2017-140662,2017-11-17,2017-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,False
3263,CA-2017-140662,2017-11-17,2017-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,733.95,7,0.0,352.296,False
3264,CA-2017-140662,2017-11-17,2017-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0.0,72.432,False
3293,CA-2017-106264,2017-12-26,2017-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024.0,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.0,0.1191,True
3294,CA-2017-106264,2017-12-26,2017-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024.0,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136,True
3295,CA-2017-138023,2017-08-15,2017-08-18,First Class,KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,8,0.8,-52.632,False
3305,CA-2017-104738,2017-12-30,2018-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.984,3,0.2,4.7067,False
3306,CA-2017-104738,2017-12-30,2018-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,2,0.2,19.0386,False
3307,CA-2017-104738,2017-12-30,2018-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776,3,0.2,28.7679,False
3308,CA-2017-104738,2017-12-30,2018-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,3,0.8,-3.6576,False
3309,CA-2017-104738,2017-12-30,2018-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,False
3313,US-2017-133130,2017-09-27,2017-10-01,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,True
