Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3130,CA-2017-136399,2017-12-16,2017-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
3131,CA-2017-136399,2017-12-16,2017-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395.0,5,0.0,39.5
3132,CA-2017-136399,2017-12-16,2017-12-17,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564
3148,CA-2017-109218,2017-06-30,2017-07-03,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004.0,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0.0,10.368
3162,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0.0,7.3132
3163,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245
3164,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752
3165,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0.0,17.334
3166,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984
3167,CA-2017-153969,2017-09-21,2017-09-25,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109.0,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0.0,9.4815
3189,US-2020-146416,2020-10-20,2020-10-22,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695.0,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75,1,0.0,1.8
3190,US-2020-146416,2020-10-20,2020-10-22,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695.0,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4,0.2,7.5864
3203,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536
3204,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0.0,4.2861
3205,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664
3206,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0.0,28.008
3207,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0.0,14.896
3208,CA-2017-158372,2017-11-10,2017-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,0.0,18.3264
3209,CA-2019-108882,2019-01-09,2019-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727.0,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0.0,118.983
3210,CA-2019-108882,2019-01-09,2019-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,0.2,141.723
3216,CA-2020-150189,2020-07-08,2020-07-10,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403.0,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346
3217,CA-2017-114433,2017-05-13,2017-05-17,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601.0,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0.0,52.4895
3235,CA-2019-138933,2019-04-24,2019-04-27,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California,92503.0,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1,0.2,1.3944
3262,CA-2017-140662,2017-11-17,2017-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984
3263,CA-2017-140662,2017-11-17,2017-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,733.95,7,0.0,352.296
3264,CA-2017-140662,2017-11-17,2017-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109.0,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0.0,72.432
3272,CA-2018-155145,2018-12-27,2018-12-29,Second Class,KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277.0,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,0.0,3.4848
3273,CA-2018-146038,2018-02-09,2018-02-16,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.941
3274,CA-2020-133865,2020-05-08,2020-05-12,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032.0,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985
3288,CA-2018-157770,2018-12-13,2018-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592.0,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376
3289,CA-2018-157770,2018-12-13,2018-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592.0,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855
3290,CA-2018-157770,2018-12-13,2018-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592.0,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0.0,27.3735
3291,CA-2018-157770,2018-12-13,2018-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592.0,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208
3293,CA-2017-106264,2017-12-26,2017-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024.0,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.0,0.1191
3294,CA-2017-106264,2017-12-26,2017-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024.0,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136
3299,CA-2020-136308,2020-11-16,2020-11-16,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973
3313,US-2017-133130,2017-09-27,2017-10-01,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294
3314,US-2017-133130,2017-09-27,2017-10-01,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037.0,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,81.98,2,0.0,40.1702
3318,CA-2018-165057,2018-09-11,2018-09-15,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374.0,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,0.0,48.9645
3319,CA-2018-165057,2018-09-11,2018-09-15,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374.0,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,0.0,4.2336
3335,US-2020-109253,2020-08-21,2020-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,0.0,4.9648
3336,US-2020-109253,2020-08-21,2020-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4,0.2,37.7972
3337,US-2020-109253,2020-08-21,2020-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0.0,10.3936
3338,US-2020-109253,2020-08-21,2020-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
3339,US-2020-109253,2020-08-21,2020-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9,0.2,42.4647
3340,US-2020-109253,2020-08-21,2020-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,0.0,54.9504
3341,US-2020-109253,2020-08-21,2020-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5,0.0,24.84
3348,CA-2018-112014,2018-08-13,2018-08-20,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Yucaipa,California,92399.0,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,50.8,5,0.0,13.208
3352,US-2017-134733,2017-09-23,2017-09-28,Standard Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,92037.0,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,0.15,20.5176
3353,US-2017-134733,2017-09-23,2017-09-28,Standard Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,92037.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494
3366,CA-2017-115161,2017-01-31,2017-02-02,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691.0,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196
3372,CA-2020-123778,2020-09-23,2020-09-30,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.824,6,0.2,9.0384
3373,CA-2020-123778,2020-09-23,2020-09-30,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,160.96,2,0.0,48.288
3405,CA-2018-152527,2018-10-17,2018-10-17,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Los Angeles,California,90004.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894
3411,CA-2019-100244,2019-09-20,2019-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,65.79,9,0.0,30.2634
3412,CA-2019-100244,2019-09-20,2019-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,271.984,2,0.2,88.3948
3413,CA-2019-100244,2019-09-20,2019-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,11.76,4,0.0,3.1752
3414,CA-2019-100244,2019-09-20,2019-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,77.52,2,0.0,37.9848
3415,CA-2019-100244,2019-09-20,2019-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,48.64,2,0.2,15.808
3421,CA-2019-134803,2019-05-28,2019-06-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0.0,78.672
3422,CA-2019-134803,2019-05-28,2019-06-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.72,8,0.0,84.0512
3423,CA-2019-134803,2019-05-28,2019-06-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,131.6,7,0.0,7.896
3424,CA-2019-134803,2019-05-28,2019-06-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384
3425,CA-2019-134803,2019-05-28,2019-06-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2,0.2,41.88
3431,CA-2020-148264,2020-12-08,2020-12-09,First Class,LF-17185,Luke Foster,Consumer,United States,Inglewood,California,90301.0,West,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,3,0.0,8.6391
3432,CA-2020-148264,2020-12-08,2020-12-09,First Class,LF-17185,Luke Foster,Consumer,United States,Inglewood,California,90301.0,West,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2,0.0,15.468
3433,CA-2020-148264,2020-12-08,2020-12-09,First Class,LF-17185,Luke Foster,Consumer,United States,Inglewood,California,90301.0,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,60.12,9,0.0,28.8576
3441,CA-2018-144099,2018-11-29,2018-11-30,Same Day,PO-19195,Phillina Ober,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.304,1,0.2,1.5602
3449,CA-2019-162614,2019-10-07,2019-10-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,2,0.2,8.8608
3450,CA-2017-168592,2017-09-08,2017-09-14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110.0,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,0.0,24.3595
3451,CA-2017-168592,2017-09-08,2017-09-14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110.0,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,0.0,4.1916
3452,CA-2017-168592,2017-09-08,2017-09-14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110.0,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0.0,1.9698
3471,US-2019-150035,2019-12-01,2019-12-05,Standard Class,CL-11890,Carl Ludwig,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,0.0,4.3524
3479,CA-2019-131289,2019-12-08,2019-12-14,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,94110.0,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4824
3480,CA-2019-131289,2019-12-08,2019-12-14,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,45.36,7,0.0,21.7728
3481,CA-2019-131289,2019-12-08,2019-12-14,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,94110.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,6,0.2,-195.4788
3497,CA-2019-107328,2019-08-08,2019-08-15,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,90036.0,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024,2,0.2,12.8256
3498,CA-2019-107328,2019-08-08,2019-08-15,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,90036.0,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,487.92,6,0.0,136.6176
3499,CA-2019-107328,2019-08-08,2019-08-15,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,90036.0,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,15.24,5,0.2,5.334
3521,CA-2018-168767,2018-04-10,2018-04-15,Standard Class,DM-12955,Dario Medina,Corporate,United States,Sacramento,California,95823.0,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.832,2,0.2,4.3308
3524,CA-2019-137673,2019-09-05,2019-09-10,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,92105.0,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116.0,8,0.0,29.0
3529,CA-2019-130680,2019-06-24,2019-06-29,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,San Diego,California,92024.0,West,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,38.24,4,0.2,-9.56
3533,CA-2017-110849,2017-04-18,2017-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968,4,0.2,97.1892
3534,CA-2017-110849,2017-04-18,2017-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,13.12,4,0.0,3.8048
3535,CA-2017-110849,2017-04-18,2017-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5,0.0,3.5475
3536,CA-2017-110849,2017-04-18,2017-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",11.62,2,0.0,3.6022
3555,CA-2017-120838,2017-03-23,2017-03-26,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036.0,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0.0,85.904
3556,CA-2017-120838,2017-03-23,2017-03-26,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,604.752,6,0.2,37.797
3557,CA-2020-118542,2020-12-01,2020-12-05,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,45.36,7,0.0,21.7728
3558,CA-2020-118542,2020-12-01,2020-12-05,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",10.128,2,0.2,3.6714
3559,CA-2020-152737,2020-11-07,2020-11-12,Standard Class,TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,21.792,4,0.2,7.6272
3560,CA-2020-152737,2020-11-07,2020-11-12,Standard Class,TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122.0,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,439.8,4,0.0,145.134
3565,CA-2019-130029,2019-07-03,2019-07-06,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,12.96,2,0.0,6.2208
3566,CA-2019-130029,2019-07-03,2019-07-06,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049.0,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.96,2,0.0,0.0792
3577,CA-2019-103163,2019-06-07,2019-06-11,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309.0,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.784,1,0.2,1.5548
3578,CA-2019-103163,2019-06-07,2019-06-11,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309.0,West,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,1,0.0,2.3177
3587,CA-2020-161823,2020-09-03,2020-09-08,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0.0,1.6688
3618,CA-2020-141929,2020-09-04,2020-09-08,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495
3619,CA-2020-141929,2020-09-04,2020-09-08,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004.0,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1,0.2,1.7375
3620,CA-2020-141929,2020-09-04,2020-09-08,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004.0,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5,0.0,65.355
3625,CA-2020-113530,2020-05-19,2020-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109.0,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408,12,0.2,42.588
3626,CA-2020-113530,2020-05-19,2020-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109.0,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,3.52,2,0.0,1.0208
3627,CA-2020-113530,2020-05-19,2020-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109.0,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58,1,0.0,1.395
3628,CA-2020-113530,2020-05-19,2020-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109.0,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,1,0.0,10.896
3632,CA-2020-132178,2020-05-03,2020-05-08,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004.0,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0.0,19.4656
3633,CA-2020-132178,2020-05-03,2020-05-08,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004.0,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8,0.0,45.8064
3643,CA-2017-156594,2017-12-20,2017-12-23,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495
3644,CA-2017-156594,2017-12-20,2017-12-23,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0.0,12.298
3645,CA-2017-156594,2017-12-20,2017-12-23,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,1,0.0,1.1564
3646,CA-2017-156594,2017-12-20,2017-12-23,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5,0.2,50.414
3647,CA-2017-146528,2017-07-25,2017-07-27,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045.0,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,6.48,1,0.0,3.1752
